model	Precision	Recall	nDCG	MAP	MRR	Precision_u1	Recall_u1	nDCG_u1	MAP_u1	MRR_u1
FunkSVD_seed=42_e=100_bs=512_factors=64_lr=0$0001_reg_w=0$1_reg_b=0$001	0.0019283180884823	0.0127445272457888	0.0065259837235288	0.0022505115207754	0.0099082363047872	0.0035294117647058	0.0041961733271651	0.0049903534304007	0.0051523746095573	0.0250350140056022
