model	SEntropy	Gini	ItemCoverage	ARP	APLT	Recall	nDCG	Recall_pop1	Recall_pop2_5	Recall_pop6_10	Recall_pop11_20	Recall_pop21_40	Recall_pop41plus	nDCG_pop1	nDCG_pop2_5	nDCG_pop6_10	nDCG_pop11_20	nDCG_pop21_40	nDCG_pop41plus	Recall_u1	Recall_u2_5	Recall_u6_10	Recall_u11_20	Recall_u21_40	Recall_u41plus	nDCG_u1	nDCG_u2_5	nDCG_u6_10	nDCG_u11_20	nDCG_u21_40	nDCG_u41plus
VSM_sim=cosine_up=tfidf_ip=tfidf_load=ItemAttributes	11.123494311497009	0.7352218426669695	0.7808836789900812	99.29512394125419	0.052587613645193876	0.018040176166293193	0.010342200546489396	0.0	0.008054198650849035	0.009153508771929823	0.008747485504674003	0.013395894428152493	0.021433482433229758	0.0	0.0028140074326838374	0.003246378960282551	0.0029599514573549067	0.005445309974785444	0.010396090599018882					0.020058171441115137	0.013147692145829452					0.011280749031230008	0.008066757426619333
