model	SEntropy	Gini	Recall	nDCG	Recall_pop1	Recall_pop2_5	Recall_pop6_10	Recall_pop11_20	Recall_pop20plus	nDCG_pop1	nDCG_pop2_5	nDCG_pop6_10	nDCG_pop11_20	nDCG_pop20plus	Recall_u1	Recall_u2_5	Recall_u6_10	Recall_u11_20	Recall_u20plus	nDCG_u1	nDCG_u2_5	nDCG_u6_10	nDCG_u11_20	nDCG_u20plus
VSM_sim=cosine_up=tfidf_ip=tfidf_load=ItemAttributes	12.648579143526986	0.5334887074324173	0.009630250605706395	0.005448075923756097	0.008975893045918424	0.008923975544209563	0.014630883705375804	0.013130615065653075	0.01144578313253012	0.004157471878678408	0.0036045275487088663	0.004547611546865644	0.004819293215886254	0.004236787333472164	0.007505994596543313	0.012867480700088743	0.01832738253024314	0.0026666666666666666	0.018518518518518517	0.0040691024652794	0.007538907907054956	0.011142844641385607	0.004099150803926931	0.013113535777516984
