model	Precision	Recall	nDCG	MAP	MRR	SEntropy	Gini	Recall_pop1	Recall_pop2_5	Recall_pop6_10	Recall_pop11_20	Recall_pop20plus	nDCG_pop1	nDCG_pop2_5	nDCG_pop6_10	nDCG_pop11_20	nDCG_pop20plus	Recall_u1	Recall_u2_5	Recall_u6_10	Recall_u11_20	Recall_u20plus	nDCG_u1	nDCG_u2_5	nDCG_u6_10	nDCG_u11_20	nDCG_u20plus
VSM_sim=cosine_up=tfidf_ip=tfidf_load=ItemAttributes	0.0020672829994863	0.0039882745784538	0.0032241859922463	0.0022566387237997	0.0061440677966101	12.504176695136278	0.4813919139058416	0.003602063396775	0.0036757598844679	0.0046818827857202	0.0069108500345542	0.0060240963855421	0.0023967422341253	0.0021265640073453	0.002195923901222	0.0032559463686809	0.0030058424723401	0.0029372816718946	0.0056751689575949	0.0058065343669058	0.0026666666666666	0.0	0.0022760766665956	0.0046983485617807	0.0058168203587334	0.007336392209936	0.0
