model	SEntropy	Gini	Recall	nDCG	Recall_pop1	Recall_pop2_5	Recall_pop6_10	Recall_pop11_20	Recall_pop20plus	nDCG_pop1	nDCG_pop2_5	nDCG_pop6_10	nDCG_pop11_20	nDCG_pop20plus	Recall_u1	Recall_u2_5	Recall_u6_10	Recall_u11_20	Recall_u20plus	nDCG_u1	nDCG_u2_5	nDCG_u6_10	nDCG_u11_20	nDCG_u20plus
VSM_sim=cosine_up=tfidf_ip=tfidf_load=ItemAttributes	12.648579143526986	0.5334887074324173	0.0096302506057063	0.005448075923756	0.0089758930459184	0.0089239755442095	0.0146308837053758	0.013130615065653	0.0114457831325301	0.0041574718786784	0.0036045275487088	0.0045476115468656	0.0048192932158862	0.0042367873334721	0.0075059945965433	0.0128674807000887	0.0183273825302431	0.0026666666666666	0.0185185185185185	0.0040691024652794	0.0075389079070549	0.0111428446413856	0.0040991508039269	0.0131135357775169
