model	Precision	Recall	nDCG	MAP	MRR	SEntropy	Gini	ItemCoverage	ARP	APLT	Recall_pop1	Recall_pop2_5	Recall_pop6_10	Recall_pop11_20	Recall_pop20plus	nDCG_pop1	nDCG_pop2_5	nDCG_pop6_10	nDCG_pop11_20	nDCG_pop20plus	Recall_u1	Recall_u2_5	Recall_u6_10	Recall_u11_20	Recall_u20plus	nDCG_u1	nDCG_u2_5	nDCG_u6_10	nDCG_u11_20	nDCG_u20plus
FunkSVD_seed=42_e=100_bs=512_factors=64_lr=0$0001_reg_w=0$1_reg_b=0$001	0.0007148962623358	0.0013827371547474	0.0010219457195978	0.0007116800925566	0.0019132047358793	4.429400023877099	0.0023149017378548	299.0	24.56798508042583	1.554122309425752e-05	0.0	0.0	0.0016132887189292	0.0071888943976202	0.0733447488584475	0.0	0.0	0.0005610807628292	0.0025304611836755	0.0351005835895195	0.001347389203206	0.0014226804477832	0.0021231422505307	0.0		0.0009801060993239	0.0010984063927633	0.0009963454904941	0.0	
