model	SEntropy	Gini	ItemCoverage	ARP	APLT	Precision	Recall	nDCG	MAP	MRR	Recall_pop1	Recall_pop2_5	Recall_pop6_10	Recall_pop11_20	Recall_pop21_40	Recall_pop41plus	nDCG_pop1	nDCG_pop2_5	nDCG_pop6_10	nDCG_pop11_20	nDCG_pop21_40	nDCG_pop41plus	Recall_u1	Recall_u2_5	Recall_u6_10	Recall_u11_20	Recall_u21_40	Recall_u41plus	nDCG_u1	nDCG_u2_5	nDCG_u6_10	nDCG_u11_20	nDCG_u21_40	nDCG_u41plus
FunkSVD_seed=42_e=100_bs=512_factors=64_lr=0$0001_reg_w=0$1_reg_b=0$001_it=63	9.458140267887979	0.9139639244365784	0.4362789299669372	262.1778071334214	0.00019426528867821897	0.004064029839148341	0.007905445320699344	0.006531956804645538	0.004523353154559931	0.012995669425850483	0.0	0.0	0.0	0.0	0.0	0.01496090725216441	0.0	0.0	0.0	0.0	0.0	0.00990302900698037				0.0	0.008166056890471013	0.006999942433752383				0.0	0.006560543115576268	0.006474042248231226
