model	SEntropy	Gini	ItemCoverage	ARP	APLT	Recall	nDCG	Recall_pop1	Recall_pop2_5	Recall_pop6_10	Recall_pop11_20	Recall_pop21_40	Recall_pop41plus	nDCG_pop1	nDCG_pop2_5	nDCG_pop6_10	nDCG_pop11_20	nDCG_pop21_40	nDCG_pop41plus	Recall_u1	Recall_u2_5	Recall_u6_10	Recall_u11_20	Recall_u21_40	Recall_u41plus	nDCG_u1	nDCG_u2_5	nDCG_u6_10	nDCG_u11_20	nDCG_u21_40	nDCG_u41plus
VSM_sim=cosine_up=tfidf_ip=tfidf_load=ItemAttributes	11.61517367618144	0.6375807751449566	0.7996693718064323	31.54092781101873	0.043624213225580855	0.00823078929682518	0.006577717577321274	0.0012232415902140672	0.00419989111986422	0.006267823677992341	0.008306207206195982	0.011391403547508647	0.013004899020195962	0.00047366691211305135	0.002475830491239296	0.003227863502152936	0.0044996264833941065	0.006103716599338872	0.006873958084741206	0.0	0.007196969696969697	0.009153566617819029	0.007501192551963518	0.005921394981260074	0.003942147034252297	0.0	0.0045192173637593576	0.006982073504398707	0.006293420557107287	0.006271814567695881	0.009752466940179696
