model	Precision	Recall	nDCG	MAP	MRR	SEntropy	Gini	ItemCoverage	ARP	APLT	Recall_pop1	Recall_pop2_5	Recall_pop6_10	Recall_pop11_20	Recall_pop20plus	nDCG_pop1	nDCG_pop2_5	nDCG_pop6_10	nDCG_pop11_20	nDCG_pop20plus	Recall_u1	Recall_u2_5	Recall_u6_10	Recall_u11_20	Recall_u20plus	nDCG_u1	nDCG_u2_5	nDCG_u6_10	nDCG_u11_20	nDCG_u20plus
FunkSVD_seed=42_e=100_bs=512_factors=64_lr=0$0001_reg_w=0$1_reg_b=0$001	0.0032892574058516	0.0266001856349471	0.0130302001979017	0.0037341158912564	0.0133126705095491	6.181988567854298	0.0025930689456635	396.0	273.6466376885707	0.0	0.0	0.0	0.0	0.0	0.0480793553754519	0.0	0.0	0.0	0.0	0.0208128268461791	0.0	0.0279177162048698	0.0280410243450425	0.0267189323590602	0.0163515748950417	0.0	0.011741984590876	0.0133922150674755	0.0135174996793503	0.0107985910651363
