model	Precision	Recall	nDCG	MAP	MRR	Precision_u1	Recall_u1	nDCG_u1	MAP_u1	MRR_u1
FunkSVD_seed=42_e=100_bs=512_factors=64_lr=0$0001_reg_w=0$1_reg_b=0$001	0.0030630812778002	0.0307906923004719	0.0131652418957206	0.0036191923255693	0.0156647179331283	0.0057898832684824	0.0197365582500975	0.0130236371921182	0.0066888799738666	0.0265465745075005
