model	SEntropy	Gini	ItemCoverage	ARP	APLT	Recall	nDCG	Recall_pop1	Recall_pop2_5	Recall_pop6_10	Recall_pop11_20	Recall_pop21_40	Recall_pop41plus	nDCG_pop1	nDCG_pop2_5	nDCG_pop6_10	nDCG_pop11_20	nDCG_pop21_40	nDCG_pop41plus	Recall_u1	Recall_u2_5	Recall_u6_10	Recall_u11_20	Recall_u21_40	Recall_u41plus	nDCG_u1	nDCG_u2_5	nDCG_u6_10	nDCG_u11_20	nDCG_u21_40	nDCG_u41plus
VSM_sim=cosine_up=tfidf_ip=tfidf_load=ItemAttributes	12.318751564339758	0.8008249241912556	0.6246553761323356	30.22895130949337	0.05613836432041494	0.010717452582200623	0.007010552753175711	0.0	0.006368563685636856	0.007104442685331777	0.00945742471443406	0.010798481242207865	0.011202985820182523	0.0	0.0038931535201289238	0.004138840616716585	0.005019885891750236	0.005559172360326691	0.006089823768834139		0.0	0.012983489651964964	0.009952552728218126	0.006516001319696469	0.0035681242428461093		0.0	0.008425599671179203	0.006201276229057524	0.0047375985876299325	0.004604627966106006
