model	Precision	Recall	nDCG	MAP	MRR	SEntropy	Gini	ItemCoverage	ARP	APLT	Recall_pop1	Recall_pop2_5	Recall_pop6_10	Recall_pop11_20	Recall_pop20plus	nDCG_pop1	nDCG_pop2_5	nDCG_pop6_10	nDCG_pop11_20	nDCG_pop20plus	Recall_u1	Recall_u2_5	Recall_u6_10	Recall_u11_20	Recall_u20plus	nDCG_u1	nDCG_u2_5	nDCG_u6_10	nDCG_u11_20	nDCG_u20plus
VSM_sim=cosine_up=tfidf_ip=tfidf_load=ItemAttributes	0.0038262491258062	0.0377052130376417	0.0172999069087418	0.0042489126649836	0.0179143791138831	11.737335052482583	0.3917803660064323	6078.0	54.00332582174217	0.0495609604475872	0.0163483796296296	0.0137710160559355	0.0272506905688032	0.0272311069811925	0.0475594473311469	0.0041884201219552	0.0039690851526946	0.0084348815724586	0.0086294461517568	0.0176838867687949		0.0	0.0396593673965936	0.0397853641861978	0.0328188046373026		0.0	0.0180656237091269	0.0176154382996486	0.0165172839366376
