model	Precision	Recall	nDCG	MAP	MRR	SEntropy	Gini	ItemCoverage	ARP	APLT	Recall_pop1	Recall_pop2_5	Recall_pop6_10	Recall_pop11_20	Recall_pop20plus	nDCG_pop1	nDCG_pop2_5	nDCG_pop6_10	nDCG_pop11_20	nDCG_pop20plus	Recall_u1	Recall_u2_5	Recall_u6_10	Recall_u11_20	Recall_u20plus	nDCG_u1	nDCG_u2_5	nDCG_u6_10	nDCG_u11_20	nDCG_u20plus
VSM_sim=cosine_up=tfidf_ip=tfidf_load=ItemAttributes	0.0018902728567775	0.0152739022791879	0.0078346789364167	0.0022506922045899	0.0084675508618368	13.0728410605751	0.328107489659168	18050.0	15.726878401577968	0.0690488366146765	0.0125477359519912	0.010764998367561	0.0136893703500187	0.0151741293532338	0.0163231663596824	0.0038228822819865	0.0045625084638095	0.0057648310982068	0.0060876771223131	0.0071451175372885	0.0110132158590308	0.0161219156229847	0.0159033280507131	0.0136303616601339	0.0077339597165841	0.0039926454603091	0.0082107536677128	0.0079477918824056	0.0071920563196511	0.0062390837452061
