model	SEntropy	Gini	ItemCoverage	ARP	APLT	Precision	Recall	nDCG	MAP	MRR	Recall_pop1	Recall_pop2_5	Recall_pop6_10	Recall_pop11_20	Recall_pop21_40	Recall_pop41plus	nDCG_pop1	nDCG_pop2_5	nDCG_pop6_10	nDCG_pop11_20	nDCG_pop21_40	nDCG_pop41plus	Recall_u1	Recall_u2_5	Recall_u6_10	Recall_u11_20	Recall_u21_40	Recall_u41plus	nDCG_u1	nDCG_u2_5	nDCG_u6_10	nDCG_u11_20	nDCG_u21_40	nDCG_u41plus
FunkSVD_seed=42_e=100_bs=512_factors=64_lr=0$0001_reg_w=0$1_reg_b=0$001_it=21	5.6196664966394705	0.9982332533106254	0.01521268215833005	206.65143733791137	0.0	0.0029879095591189685	0.012013565268757267	0.007564192580053974	0.0032264352941381103	0.009667902787126955	0.0	0.0	0.0	0.0	0.0	0.04788142591345322	0.0	0.0	0.0	0.0	0.0	0.024820408144567114	0.006607929515418502	0.012320537623459932	0.013292393026941364	0.009477941789675589	0.005379890809827116	0.0032436675908561665	0.0034759874703677728	0.007539392984847207	0.008094170687647	0.006986165194174771	0.0049602158295502215	0.0043868424029194575
