model	SEntropy	Gini	ItemCoverage	ARP	APLT	Precision	Recall	nDCG	MAP	MRR	Recall_pop1	Recall_pop2_5	Recall_pop6_10	Recall_pop11_20	Recall_pop21_40	Recall_pop41plus	nDCG_pop1	nDCG_pop2_5	nDCG_pop6_10	nDCG_pop11_20	nDCG_pop21_40	nDCG_pop41plus	Recall_u1	Recall_u2_5	Recall_u6_10	Recall_u11_20	Recall_u21_40	Recall_u41plus	nDCG_u1	nDCG_u2_5	nDCG_u6_10	nDCG_u11_20	nDCG_u21_40	nDCG_u41plus
VSM_sim=cosine_up=tfidf_ip=tfidf_load=ItemAttributes	13.58066508687325	0.5234393076684428	0.9795194958645136	2.844823933372297	0.0875438340151958	0.0010995032144944477	0.00860071906719865	0.0045373236403870735	0.001386594298306007	0.005087387260157741	0.007966106544108684	0.009827086630104122	0.009153198389037083	0.00837116912599319	0.008526187576126675	0.006697282816685802	0.0036082708976004937	0.004422613593243596	0.00362447602796723	0.003394944469186109	0.0032070777532533395	0.0023729967220547056	0.007489479106640823	0.01128186412404787	0.008711664566094946	0.012595049634859837	0.010779220779220777	0.0	0.0038834267174256394	0.0060133347109563055	0.005439213593020086	0.011962955421168986	0.010366065197343432	0.0
