model	Precision	Recall	nDCG	MAP	MRR	SEntropy	Gini	ItemCoverage	ARP	APLT	Recall_pop1	Recall_pop2_5	Recall_pop6_10	Recall_pop11_20	Recall_pop20plus	nDCG_pop1	nDCG_pop2_5	nDCG_pop6_10	nDCG_pop11_20	nDCG_pop20plus	Recall_u1	Recall_u2_5	Recall_u6_10	Recall_u11_20	Recall_u20plus	nDCG_u1	nDCG_u2_5	nDCG_u6_10	nDCG_u11_20	nDCG_u20plus
FunkSVD_seed=42_e=100_bs=512_factors=64_lr=0$0001_reg_w=0$1_reg_b=0$001	0.0022741717500091	0.045061587125398	0.0169172029325477	0.0028641842974615	0.0128427805996147	6.100895482995974	0.0026820186844105	325.0	167.9819965664609	0.0	0.0	0.0	5.230399079449762e-05	0.0218501702610669	0.8301483029760128	0.0	0.0	1.3256687842089975e-05	0.0040336024987528	0.2439329753933154	0.0433267450240576	0.0500854950473197	0.0389533339864491	0.0082168090310861	0.0101644414144414	0.0156791165503535	0.0200082034395072	0.0185694383095195	0.0052813612236869	0.0070505860971679
