model	SEntropy	Gini	ItemCoverage	ARP	APLT	Recall	nDCG	Recall_pop1	Recall_pop2_5	Recall_pop6_10	Recall_pop11_20	Recall_pop21_40	Recall_pop41plus	nDCG_pop1	nDCG_pop2_5	nDCG_pop6_10	nDCG_pop11_20	nDCG_pop21_40	nDCG_pop41plus	Recall_u1	Recall_u2_5	Recall_u6_10	Recall_u11_20	Recall_u21_40	Recall_u41plus	nDCG_u1	nDCG_u2_5	nDCG_u6_10	nDCG_u11_20	nDCG_u21_40	nDCG_u41plus
FunkSVD_seed=42_e=100_bs=512_factors=64_lr=0$0001_reg_w=0$1_reg_b=0$001_it=62	6.390810440589456	0.9900782325268082	0.022993688007213707	346.64766493123005	0.0	0.009715256966505376	0.006191466395288793	0.0	0.0	0.0	0.0	0.0	0.22384678747940692	0.0	0.0	0.0	0.0	0.0	0.08666154558249116	0.007462924877099848	0.009197871424890217	0.01433038887962605	0.011705230092544532	0.0		0.004488795859105982	0.005723568462996646	0.010009598369180268	0.006737150184229716	0.0	
