model	SEntropy	Gini	ItemCoverage	ARP	APLT	Recall	nDCG	Recall_pop1	Recall_pop2_5	Recall_pop6_10	Recall_pop11_20	Recall_pop21_40	Recall_pop41plus	nDCG_pop1	nDCG_pop2_5	nDCG_pop6_10	nDCG_pop11_20	nDCG_pop21_40	nDCG_pop41plus	Recall_u1	Recall_u2_5	Recall_u6_10	Recall_u11_20	Recall_u21_40	Recall_u41plus	nDCG_u1	nDCG_u2_5	nDCG_u6_10	nDCG_u11_20	nDCG_u21_40	nDCG_u41plus
VSM_sim=cosine_up=tfidf_ip=tfidf_load=ItemAttributes	12.21383652751397	0.4494292545969917	0.9978960024045687	7.118074442458622	0.0947548372056881	0.023216726182427566	0.011433179889599658	0.027465667915106115	0.020698435733316655	0.02755406689424741	0.02740824606094915	0.028474903474903474	0.2857142857142857	0.009025075181189958	0.008552627309711644	0.009241062308110552	0.008062680148824107	0.008435653261905927	0.06043656734435938	0.015900303783485226	0.023701266149946502	0.030845004017761492	0.020576044842228483	0.029677729677729674		0.008090875257213782	0.011304755575401643	0.01642502535119899	0.012051294530152176	0.01996479920133844	
