model	SEntropy	Gini	ItemCoverage	ARP	APLT	Precision	Recall	nDCG	MAP	MRR	Recall_pop1	Recall_pop2_5	Recall_pop6_10	Recall_pop11_20	Recall_pop21_40	Recall_pop41plus	nDCG_pop1	nDCG_pop2_5	nDCG_pop6_10	nDCG_pop11_20	nDCG_pop21_40	nDCG_pop41plus	Recall_u1	Recall_u2_5	Recall_u6_10	Recall_u11_20	Recall_u21_40	Recall_u41plus	nDCG_u1	nDCG_u2_5	nDCG_u6_10	nDCG_u11_20	nDCG_u21_40	nDCG_u41plus
FunkSVD_seed=42_e=100_bs=512_factors=64_lr=0$0001_reg_w=0$1_reg_b=0$001_it=17	6.838379414399502	0.9958969632687655	0.020135880267821978	334.00421156445196	0.0	0.004445337326953282	0.017279916759643486	0.011186739519837237	0.00512341781509331	0.014814210862901368	0.0	0.0	0.0	0.0	0.0	0.041058879536470055	0.0	0.0	0.0	0.0	0.0	0.02266959514989639			0.017944455309994133	0.017474229645554267	0.01684846832106172	0.011838571555462628			0.010793466402364539	0.010817778385484932	0.012943435126164615	0.012655821584391212
